Agent,Prior,Target,Score,SMILES,SMILES_state,Input_Scaffold,R-groups,Scaffold,DENV_Activity,DENV_Activity (raw),Stereo_Centers,Stereo_Centers (raw),QED,QED (raw),SA,SA (raw),MW,MW (raw),Heavy_Atoms,Heavy_Atoms (raw),LogP,LogP (raw),TPSA,TPSA (raw),HBA,HBA (raw),HBD,HBD (raw),Rotatable_Bonds,Rotatable_Bonds (raw),Ring_Count,Ring_Count (raw),Aromatic_Rings,Aromatic_Rings (raw),Stability_Alerts,Stability_Alerts (raw),Toxicity_Alerts,Toxicity_Alerts (raw),PAINS_Filter,PAINS_Filter (raw),Metabolic_Stability,Metabolic_Stability (raw),matchting_patterns (Stability_Alerts),matchting_patterns (Toxicity_Alerts),matchting_patterns (PAINS_Filter),matchting_patterns (Metabolic_Stability),step,IC50_nM
15.5469,27.8132,77.1075,0.6994711,CCCNC(=O)C1CC(c2ccccc2)N(CC2CCNC2)C1c1cccnc1,1,c1ccccc1C1N([*])C(c2cccnc2)C(C(=O)N[*])C1,C1NCCC1C*|CCC*,c1ccc(C2CCC(c3cccnc3)N2CC2CCNC2)cc1,0.8853078,8.0015,0.0,4.0,0.7589579,0.759,0.1212288,3.7339,0.999727,392.547,0.9434421,29.0,0.9995605,3.3216,0.9999714,57.26,0.8720069,4.0,0.5,2.0,0.0392398,7.0,0.1279931,4.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[],[],[],[],260,9.965520801347681
12.164,27.2924,77.584,0.6991763,O=C(NC1CCC1)C1CC(c2ccccc2)N(CC2CCNCC2)C1c1cccnc1,1,c1ccccc1C1N([*])C(c2cccnc2)C(C(=O)N[*])C1,C1CNCCC1C*|C1CCC1*,O=C(NC1CCC1)C1CC(c2ccccc2)N(CC2CCNCC2)C1c1cccnc1,0.8756752,8.0462,1e-05,3.0,0.7481088,0.7481,0.1809993,3.6188,0.999939,418.585,0.9653086,31.0,0.9949162,3.8542,0.9999714,57.26,0.8720069,4.0,0.5,2.0,0.1279931,6.0,0.0031523,5.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[],[],[],[],157,8.990834429518015
14.0888,23.9989,80.7832,0.6985479,CN1C(c2cccnc2)CC(C(=O)NCC2CCCNCC2)C1c1ccccc1,1,c1ccncc1C1N([*])C(c2ccccc2)C(C(=O)N[*])C1,C*|C1(C*)CCNCCC1,O=C(NCC1CCCNCC1)C1CC(c2cccnc2)NC1c1ccccc1,0.8468639,8.1644,0.0,4.0,0.8195956,0.8196,0.1804232,3.6197,0.999727,392.547,0.9434421,29.0,0.9995605,3.3216,0.9999714,57.26,0.8720069,4.0,0.5,2.0,0.3453354,5.0,0.1279931,4.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[],[],[],[],2080,6.848571591258548
16.3325,24.9682,79.7465,0.698098,CC(C)N1C(c2ccco2)CC(C(=O)NCC2CCNCC2)C1c1ccccc1,1,c1ccoc1C1N([*])C(c2ccccc2)C(C(=O)N[*])C1,*C(C)C|C1CNCCC1C*,O=C(NCC1CCNCC1)C1CC(c2ccco2)NC1c1ccccc1,0.8695643,8.0731,1e-05,3.0,0.778666,0.7787,0.1531368,3.6678,0.9997702,395.547,0.9434421,29.0,0.9934933,3.9081,0.999974,57.51,0.8720069,4.0,0.5,2.0,0.1279931,6.0,0.1279931,4.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[],[],[],[],565,8.450842349196524
13.5548,21.5636,83.1115,0.6978337,CN1C(c2ccccc2)CC(C(=O)NCC2CCCNCC2)C1c1cccnc1,1,c1ccccc1C1N([*])C(c2cccnc2)C(C(=O)N[*])C1,C*|C1(C*)CCNCCC1,O=C(NCC1CCCNCC1)C1CC(c2ccccc2)NC1c1cccnc1,0.8457282,8.1687,0.0,4.0,0.8195956,0.8196,0.1774538,3.6247,0.999727,392.547,0.9434421,29.0,0.9995605,3.3216,0.9999714,57.26,0.8720069,4.0,0.5,2.0,0.3453354,5.0,0.1279931,4.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[],[],[],[],2080,6.781097674934354
15.8917,22.5435,82.0417,0.697235,CCN1C(c2ccccc2)CC(C(=O)NCC2CCNCC2)C1c1ccco1,1,c1ccccc1C1N([*])C(c2ccco2)C(C(=O)N[*])C1,*CC|C1CNCCC1C*,O=C(NCC1CCNCC1)C1CC(c2ccccc2)NC1c1ccco1,0.8633766,8.0992,1e-05,3.0,0.8038519,0.8039,0.1726077,3.6329,0.999485,381.52,0.9281377,28.0,0.9989067,3.5196,0.999974,57.51,0.8720069,4.0,0.5,2.0,0.1279931,6.0,0.1279931,4.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[],[],[],[],1167,7.957927898970927
19.0454,38.4154,66.1549,0.697135,O=C(NCC1CCNCC1)C1CC(c2ccccc2)N(C(=O)N2CC2)C1c1ccco1,1,c1ccccc1C1N([*])C(c2ccco2)C(C(=O)N[*])C1,*C(=O)N1CC1|C1(C*)CCNCC1,O=C(NCC1CCNCC1)C1CC(c2ccccc2)N(C(=O)N2CC2)C1c1ccco1,0.8644938,8.0946,1e-05,3.0,0.7266411,0.7266,0.1430362,3.6874,0.9999514,422.529,0.9653086,31.0,0.9999258,2.9353,0.9999999,77.59,0.8720069,4.0,0.5,2.0,0.3453354,5.0,0.0031523,5.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[],[],[],[],767,8.042665380156771
14.3166,16.6795,87.7617,0.6962746,CN1C(c2ccccc2)CC(C(=O)NC(=O)CC2CCNCC2)C1c1ccncc1,1,c1ccccc1C1N([*])C(c2ccncc2)C(C(=O)N[*])C1,C*|C1CNCCC1CC(*)=O,O=C(CC1CCNCC1)NC(=O)C1CC(c2ccccc2)NC1c1ccncc1,0.8795518,8.0286,1e-05,3.0,0.7987694,0.7988,0.1786833,3.6226,0.9998779,406.53,0.9556429,30.0,0.9999503,2.8482,1.0,74.33,0.5,5.0,0.5,2.0,0.3453354,5.0,0.1279931,4.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[],[],[],[],547,9.362676114879099
16.0579,29.7794,74.6149,0.6959617,O=C(NCC1CCNC1)C1CC(c2ccccc2)N(C(=O)C2CC2)C1c1cccs1,1,c1ccccc1C1N([*])C(c2cccs2)C(C(=O)N[*])C1,C1CC1C(=O)*|C1NCCC1C*,O=C(NCC1CCNC1)C1CC(c2ccccc2)N(C(=O)C2CC2)C1c1cccs1,0.8833049,8.0111,0.0,4.0,0.7474392,0.7474,0.0968946,3.7953,0.9999542,423.582,0.9556429,30.0,0.9989311,3.5147,0.9999943,61.44,0.8720069,4.0,0.5,2.0,0.1279931,6.0,0.0031523,5.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[],[],[],[],1008,9.747651639013169
15.0578,29.0248,75.3487,0.6958237,O=C(NCC1CCNC1)C1CC(c2cccnc2)N(C2CCC2)C1c1ccccc1,1,c1ccncc1C1N([*])C(c2ccccc2)C(C(=O)N[*])C1,C1C(*)CC1|C1CNCC1C*,O=C(NCC1CCNC1)C1CC(c2cccnc2)N(C2CCC2)C1c1ccccc1,0.8780464,8.0355,0.0,4.0,0.7741679,0.7742,0.110485,3.7595,0.9998633,404.558,0.9556429,30.0,0.9991531,3.4641,0.9999714,57.26,0.8720069,4.0,0.5,2.0,0.1279931,6.0,0.0031523,5.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[],[],[],[],431,9.215098887349559
13.067,17.9965,86.3636,0.6957339,CCN1C(c2ccccc2)CC(C(=O)NCC2CCNCC2)C1c1ccccn1,1,c1ccccc1C1N([*])C(c2ncccc2)C(C(=O)N[*])C1,CC*|C1CNCCC1C*,O=C(NCC1CCNCC1)C1CC(c2ccccc2)NC1c1ccccn1,0.8560665,8.1289,1e-05,3.0,0.7918288,0.7918,0.1902419,3.6038,0.999727,392.547,0.9434421,29.0,0.9995605,3.3216,0.9999714,57.26,0.8720069,4.0,0.5,2.0,0.1279931,6.0,0.1279931,4.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[],[],[],[],167,7.431902440743454
11.5839,18.8649,85.4534,0.6954555,CN1C(c2cccnc2)CC(C(=O)NC(=O)CC2CCNCC2)C1c1ccccc1,1,c1ccncc1C1N([*])C(c2ccccc2)C(C(=O)N[*])C1,*C|C1CNCCC1CC(=O)*,O=C(CC1CCNCC1)NC(=O)C1CC(c2cccnc2)NC1c1ccccc1,0.8761355,8.0442,1e-05,3.0,0.7987694,0.7988,0.1879594,3.6075,0.9998779,406.53,0.9556429,30.0,0.9999503,2.8482,1.0,74.33,0.5,5.0,0.5,2.0,0.3453354,5.0,0.1279931,4.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[],[],[],[],428,9.032334235672458
19.2989,31.9967,72.3005,0.6953148,O=C(NCC1CCNC1)C1CC(c2ccccc2)N(C(=O)C2CCCC2)C1c1ccncc1,1,c1ccccc1C1N([*])C(c2ccncc2)C(C(=O)N[*])C1,C1CCCC1C(=O)*|C1CC(C*)CN1,O=C(NCC1CCNC1)C1CC(c2ccccc2)N(C(=O)C2CCCC2)C1c1ccncc1,0.8840671,8.0074,0.0,4.0,0.7107204,0.7107,0.106029,3.7708,0.9998538,446.595,0.955643,33.0,0.9981969,3.6284,1.0,74.33,0.8720069,4.0,0.5,2.0,0.1279931,6.0,0.0031523,5.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[],[],[],[],975,9.83105215281768
12.6739,29.1093,75.1409,0.6950016,O=C(NCC1CC1)C1CC(c2ccccc2)N(C2CCNC2)C1c1ccncc1,1,c1ccccc1C1N([*])C(c2ccncc2)C(C(=O)N[*])C1,C1NCC(*)C1|C1(C*)CC1,O=C(NCC1CC1)C1CC(c2ccccc2)N(C2CCNC2)C1c1ccncc1,0.8774973,8.038,0.0,4.0,0.7959449,0.7959,0.0989563,3.7896,0.9996934,390.531,0.9434421,29.0,0.9998594,3.074,0.9999714,57.26,0.8720069,4.0,0.5,2.0,0.1279931,6.0,0.0031523,5.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[],[],[],[],219,9.162204901219992
16.4773,36.3806,67.8654,0.6949735,O=C(NC1CC1)C1CC(c2ccccc2)N(C(=O)CC2CCCNCC2)C1c1ccccn1,1,c1ccccc1C1N([*])C(c2ncccc2)C(C(=O)N[*])C1,C1C(CC(=O)*)CCNCC1|*C1CC1,O=C(NC1CC1)C1CC(c2ccccc2)N(C(=O)CC2CCCNCC2)C1c1ccccn1,0.8854111,8.001,0.0,4.0,0.7084348,0.7084,0.0956603,3.7988,0.9998538,446.595,0.955643,33.0,0.9965303,3.7709,1.0,74.33,0.8720069,4.0,0.5,2.0,0.1279931,6.0,0.0031523,5.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[],[],[],[],2086,9.977000638225546
15.2646,21.3258,82.8478,0.6944906,CCN1C(c2cccnc2)CC(C(=O)NCC2CCNCC2)C1c1ccccc1,1,c1ccncc1C1N([*])C(c2ccccc2)C(C(=O)N[*])C1,*CC|C1CNCCC1C*,O=C(NCC1CCNCC1)C1CC(c2cccnc2)NC1c1ccccc1,0.8503773,8.1511,1e-05,3.0,0.7918288,0.7918,0.207343,3.5776,0.999727,392.547,0.9434421,29.0,0.9995605,3.3216,0.9999714,57.26,0.8720069,4.0,0.5,2.0,0.1279931,6.0,0.1279931,4.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[],[],[],[],543,7.061549373585075
19.0797,34.5566,69.612,0.6944576,CCCN1C(c2cccnc2)CC(C(=O)NCCC2CCNC2)C1c1ccccc1,1,c1ccncc1C1N([*])C(c2ccccc2)C(C(=O)N[*])C1,*CCC|C1CNCC1CC*,O=C(NCCC1CCNC1)C1CC(c2cccnc2)NC1c1ccccc1,0.8823069,8.0158,0.0,4.0,0.7016707,0.7017,0.1075331,3.767,0.9998782,406.574,0.9556429,30.0,0.9973561,3.7117,0.9999714,57.26,0.8720069,4.0,0.5,2.0,0.0112369,8.0,0.1279931,4.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[],[],[],[],1043,9.642729855105237
16.3802,27.2926,76.8627,0.694369,O=C(NCC1CCNC1)C1CC(c2ccccc2)N(C2CCCC2)C1c1ccncc1,1,c1ccccc1C1N([*])C(c2ccncc2)C(C(=O)N[*])C1,C1C(*)CCC1|C1(C*)CNCC1,O=C(NCC1CCNC1)C1CC(c2ccccc2)N(C2CCCC2)C1c1ccncc1,0.8775377,8.0378,0.0,4.0,0.7481088,0.7481,0.1039761,3.7762,0.999939,418.585,0.9653086,31.0,0.9949162,3.8542,0.9999714,57.26,0.8720069,4.0,0.5,2.0,0.1279931,6.0,0.0031523,5.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[],[],[],[],386,9.166425224195574
20.3522,38.682,65.4372,0.6941282,O=C(NCCC1CCNC1)C1CC(c2cccnc2)N(C2CC2)C1c1ccccc1,1,c1ccncc1C1N([*])C(c2ccccc2)C(C(=O)N[*])C1,*C1CC1|C(*)CC1CNCC1,O=C(NCCC1CCNC1)C1CC(c2cccnc2)N(C2CC2)C1c1ccccc1,0.8836278,8.0095,0.0,4.0,0.7420301,0.742,0.1085516,3.7644,0.9998633,404.558,0.9556429,30.0,0.9991531,3.4641,0.9999714,57.26,0.8720069,4.0,0.5,2.0,0.0392398,7.0,0.0031523,5.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[],[],[],[],1601,9.783629547845972
14.508,27.5471,76.4964,0.693624,O=C(NCC1CC1)C1CC(c2ccccc2)N(C(=O)C2CCNCC2)C1c1cccnc1,1,c1ccccc1C1N([*])C(c2cccnc2)C(C(=O)N[*])C1,C1C(C(=O)*)CCNC1|C1C(C*)C1,O=C(NCC1CC1)C1CC(c2ccccc2)N(C(=O)C2CCNCC2)C1c1cccnc1,0.8625042,8.1028,1e-05,3.0,0.7350085,0.735,0.1889408,3.6059,0.9999348,432.568,0.9653086,32.0,0.9997004,3.2383,1.0,74.33,0.8720069,4.0,0.5,2.0,0.1279931,6.0,0.0031523,5.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[],[],[],[],183,7.892234847899727
16.8828,33.6692,70.3744,0.693624,CCNC(=O)C1CC(c2ccccc2)N(CCCC2CCNC2)C1c1ccncc1,1,c1ccccc1C1N([*])C(c2ccncc2)C(C(=O)N[*])C1,C1CNCC1CCC*|C(*)C,c1ccc(C2CCC(c3ccncc3)N2CCCC2CCNC2)cc1,0.8826805,8.014,0.0,4.0,0.7016707,0.7017,0.093871,3.8039,0.9998782,406.574,0.9556429,30.0,0.9973561,3.7117,0.9999714,57.26,0.8720069,4.0,0.5,2.0,0.0112369,8.0,0.1279931,4.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[],[],[],[],1934,9.682778562612505
20.9693,32.5993,71.3855,0.693232,O=C(NCC1CCNCC1)C1CC(c2ccco2)N(C(=O)C2CC2)C1c1ccccc1,1,c1ccoc1C1N([*])C(c2ccccc2)C(C(=O)N[*])C1,C(*)(C1CC1)=O|C1CC(C*)CCN1,O=C(NCC1CCNCC1)C1CC(c2ccco2)N(C(=O)C2CC2)C1c1ccccc1,0.8632813,8.0996,1e-05,3.0,0.7493997,0.7494,0.1705273,3.6364,0.9999485,421.541,0.9653086,31.0,0.9992548,3.4363,1.0,74.58,0.8720069,4.0,0.5,2.0,0.1279931,6.0,0.0031523,5.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[],[],[],[],1516,7.9506017508441875
18.3632,36.4102,67.5457,0.6930387,CCNC(=O)C1CC(c2ccccc2)N(C2CCCN(C3CCNC3)C2)C1c1ccccc1,1,c1ccccc1C1N([*])C(c2ccccc2)C(C(=O)N[*])C1,C1C(*)CCCN1C1CNCC1|CC*,c1ccc(C2CCC(c3ccccc3)N2C2CCCN(C3CCNC3)C2)cc1,0.8852139,8.0019,0.0,5.0,0.7095476,0.7095,0.0699723,3.882,0.9998535,446.639,0.955643,33.0,0.9967996,3.7533,0.9988399,47.61,0.8720069,4.0,0.5,2.0,0.1279931,6.0,0.0031523,5.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[],[],[],[],1453,9.956346443087927
16.5285,31.8137,72.1183,0.6928801,O=C(NCC1CCNC1)C1CC(c2cccnc2)N(CC2CCC2)C1c1ccccc1,1,c1ccncc1C1N([*])C(c2ccccc2)C(C(=O)N[*])C1,C1CC(C*)C1|C1CNCC1C*,O=C(NCC1CCNC1)C1CC(c2cccnc2)N(CC2CCC2)C1c1ccccc1,0.8842286,8.0067,0.0,4.0,0.7197225,0.7197,0.0945018,3.8021,0.999939,418.585,0.9653086,31.0,0.9973561,3.7117,0.9999714,57.26,0.8720069,4.0,0.5,2.0,0.0392398,7.0,0.0031523,5.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[],[],[],[],1823,9.84691071376938
11.3297,21.2068,82.7025,0.6927288,CN1C(c2cccs2)CC(C(=O)NC(=O)CC2CCNCC2)C1c1ccccc1,1,c1ccsc1C1N([*])C(c2ccccc2)C(C(=O)N[*])C1,*C|C1CNCCC1CC(*)=O,O=C(CC1CCNCC1)NC(=O)C1CC(c2cccs2)NC1c1ccccc1,0.8775323,8.0379,1e-05,3.0,0.7904007,0.7904,0.1575868,3.6595,0.9999087,411.571,0.9434421,29.0,0.9989311,3.5147,0.9999943,61.44,0.5,5.0,0.5,2.0,0.3453354,5.0,0.1279931,4.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[],[],[],[],157,9.164314819766464
13.9519,18.9927,84.9144,0.6927144,CC(=O)NC(=O)C1CC(c2cccnc2)N(CC2CCNCC2)C1c1ccccc1,1,c1ccncc1C1N([*])C(c2ccccc2)C(C(=O)N[*])C1,C1C(C*)CCNC1|C(C)(=O)*,c1ccc(C2CCC(c3cccnc3)N2CC2CCNCC2)cc1,0.8778035,8.0366,1e-05,3.0,0.7987694,0.7988,0.1403975,3.6927,0.9998779,406.53,0.9556429,30.0,0.9999503,2.8482,1.0,74.33,0.5,5.0,0.5,2.0,0.3453354,5.0,0.1279931,4.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[],[],[],[],294,9.191788016944912
11.8215,23.0726,80.814,0.6925774,CC(=O)NC(=O)C1CC(c2cccnc2)N(C(=O)CC2CCNCC2)C1c1ccccc1,1,c1ccncc1C1N([*])C(c2ccccc2)C(C(=O)N[*])C1,C1CNCCC1CC(=O)*|*C(=O)C,O=C(CC1CCNCC1)N1C(c2ccccc2)CCC1c1cccnc1,0.880435,8.0245,1e-05,3.0,0.7551545,0.7552,0.1411161,3.6912,0.999927,434.54,0.9653086,32.0,0.9999661,2.7649,0.9999829,91.4,0.5,5.0,0.5,2.0,0.3453354,5.0,0.1279931,4.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[],[],[],[],387,9.4514839244073
13.7982,22.002,81.8124,0.692096,CC(=O)NC(=O)C1CC(c2ccccc2)N(C(=O)CC2CCNCC2)C1c1cccnc1,1,c1ccccc1C1N([*])C(c2cccnc2)C(C(=O)N[*])C1,C1C(CC(=O)*)CCNC1|C(*)(=O)C,O=C(CC1CCNCC1)N1C(c2ccccc2)CCC1c1cccnc1,0.8797105,8.0279,1e-05,3.0,0.7551545,0.7552,0.1388679,3.6958,0.999927,434.54,0.9653086,32.0,0.9999661,2.7649,0.9999829,91.4,0.5,5.0,0.5,2.0,0.3453354,5.0,0.1279931,4.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[],[],[],[],316,9.377779134121681
21.4067,27.0071,76.783,0.691934,CCC(=O)N1C(c2ccccc2)CC(C(=O)NCC2CCNCC2)C1c1cccs1,1,c1ccccc1C1N([*])C(c2cccs2)C(C(=O)N[*])C1,CCC(*)=O|N1CCC(C*)CC1,O=C(NCC1CCNCC1)C1CC(c2ccccc2)NC1c1cccs1,0.8543047,8.1358,1e-05,3.0,0.7377942,0.7378,0.1747565,3.6292,0.9999564,425.598,0.9556429,30.0,0.9935908,3.9048,0.9999943,61.44,0.8720069,4.0,0.5,2.0,0.1279931,6.0,0.1279931,4.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[],[],[],[],1477,7.314758630147257
12.7295,23.6299,80.0016,0.6908766,CC(=O)NC(=O)C1CC(c2ccccc2)N(C(=O)CC2CCNCC2)C1c1cccs1,1,c1ccccc1C1N([*])C(c2sccc2)C(C(=O)N[*])C1,C1CNCCC1CC(=O)*|*C(C)=O,O=C(CC1CCNCC1)N1C(c2ccccc2)CCC1c1cccs1,0.8813499,8.0203,1e-05,3.0,0.7482307,0.7482,0.1169155,3.7439,0.9999024,439.581,0.9653086,31.0,0.9992714,3.4314,0.9999999,78.51,0.5,5.0,0.5,2.0,0.3453354,5.0,0.1279931,4.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[],[],[],[],196,9.543331283085344
12.9804,23.5726,79.9893,0.6904123,CCNC(=O)C1CC(c2cccnc2)N(C2CCNCC2)C1c1ccncc1,1,c1ccncc1C1N([*])C(c2ccncc2)C(C(=O)N[*])C1,C1CNCCC1*|C(C)*,c1cncc(C2CCC(c3ccncc3)N2C2CCNCC2)c1,0.875928,8.0451,1e-05,3.0,0.835191,0.8352,0.1207587,3.735,0.9994218,379.508,0.9281377,28.0,0.9998846,2.469,0.9999998,70.15,0.5,5.0,0.5,2.0,0.3453354,5.0,0.1279931,4.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[],[],[],[],297,9.013635670781422
